Illinois
1997
"Taft, J. B., Wilhelm, G. S., Ladd, D. M., & Masters, L. A. 1997. Floristic quality assessment for vegetation in Illinois, a method for assessing vegetation integrity. Westville: Illinois Native Plant Society."
"Illinois  , 1997"

"Total Species:",3040
"Native Species:",2084
"Non-native Species:",956
"Total Mean C:",4.4
"Native Mean C:",6.4

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Panicum scoparium",,PANSCO,native,6,-3,grass,perennial,"broom panic grass"
"Panicum sphaerocarpon",,PANSPH,native,7,3,grass,perennial,"round-fruited panic grass"
"Panicum stipitatum",,PANSTI,native,5,-3,grass,perennial,"stalk-fruited panic grass"
"Panicum villosissimum",,PANVIV,native,5,5,grass,perennial,"white-haired panic grass"
"Panicum villosissimum v. pseudopubescens",,PANVIP,native,5,5,grass,perennial,"false white-haired panic grass"
"Panicum virgatum",,PANVIR,native,4,-1,grass,perennial,"prairie switch grass"
"Panicum wilcoxianum",,PANWIL,native,10,5,grass,perennial,"wilcoxs panic grass"
"Panicum yadkinense",,PANYAD,native,10,5,grass,perennial,"carolina panic grass"
"Papaver dubium",,PAPDUB,non-native,0,5,forb,annual,poppy
"Papaver rhoeas",,PAPRHO,non-native,0,5,forb,annual,"corn poppy"
"Papaver somniferum",,PAPSOM,non-native,0,5,forb,annual,"common poppy"
"Parietaria pensylvanica",,PARPEN,native,2,3,forb,annual,"pennsylvania pellitory"
"Parnassia glauca",,PARGLA,native,9,-5,forb,perennial,grass-of-parnassus
"Paronychia canadensis",,PARCAN,native,5,5,forb,annual,"tall forked chickweed"
"Paronychia fastigiata",,PARFAS,native,5,5,forb,annual,"low forked chickweed"
"Parthenium hysterophorus",,PARHYS,non-native,0,5,forb,annual,"santa maria"
"Parthenium integrifolium",,PARINT,native,8,5,forb,perennial,"wild quinine"
"Parthenocissus inserta",,PARINS,native,1,3,vine,perennial,"thicket creeper"
"Parthenocissus quinquefolia",,PARQUI,native,2,1,vine,perennial,"virginia creeper"
"Parthenocissus tricuspidata",,PARTRI,non-native,0,5,vine,perennial,"boston ivy"
"Paspalum bushii",,PASBUS,native,4,5,grass,perennial,"hairy bead grass"
"Paspalum ciliatifolium",,PASCIC,native,3,5,grass,perennial,"lens grass"
"Paspalum ciliatifolium v. muhlenbergii",,PASCIM,native,3,5,grass,perennial,"downy lens grass"
"Paspalum ciliatifolium v. stramineum",,PASCIS,native,3,5,grass,perennial,"downy lens grass"
"Paspalum dilatatum",,PASDIL,non-native,0,5,grass,perennial,"dallis grass"
"Paspalum dissectum",,PASDIS,native,8,-5,grass,perennial,"swamp bead grass"
"Paspalum floridanum",,PASFLO,native,7,-3,grass,perennial,"giant bead grass"
"Paspalum fluitans",,PASFLU,native,5,-5,grass,perennial,"swamp bead grass"
"Paspalum laeve",,PASLAE,native,2,5,grass,perennial,"smooth lens grass"
"Paspalum lentiferum",,PASLEN,native,10,5,grass,perennial,"two-rowed bead grass"
"Paspalum pubiflorum v. glabrum",,PASPUB,native,3,-3,grass,perennial,"four-rowed bead grass"
"Passiflora incarnata",,PASINC,native,3,3,vine,perennial,"large passion flower"
"Passiflora lutea v. glabriflora",,PASLUT,native,6,5,vine,perennial,"small pasion flower"
"Pastinaca sativa",,PASSAT,non-native,0,5,forb,biennial,"wild parsnip"
"Paulownia tomentosa",,PAUTOM,non-native,0,5,tree,perennial,"empress tree"
"Pedicularis canadensis",,PEDCAN,native,7,2,forb,perennial,"wood betony"
"Pedicularis lanceolata",,PEDLAN,native,9,-4,forb,perennial,"fen betony"
"Pellaea atropurpurea",,PELATR,native,9,5,fern,perennial,"purple cliff brake"
"Pellaea glabella",,PELGLA,native,8,5,fern,perennial,"purple cliff brake"
"Peltandra virginica",,PELVIR,native,8,-5,forb,perennial,"arrow arum"
"Pennisetum alopecuroides",,PENALO,non-native,0,5,grass,perennial,"foxtail millet"
"Penstemon alluviorum",,PENALL,native,10,-4,forb,perennial,"lowland beard tongue"
"Penstemon arkansanus",,PENARK,native,10,5,forb,perennial,"arkansas beard tongue"
"Penstemon brevisepalus",,PENBRE,native,10,5,forb,perennial,"short-sepalled beard tongue"
"Penstemon calycosus",,PENCAL,native,3,3,forb,perennial,"smooth beard tongue"
"Penstemon canescens v. brittonorum",,PENCAN,native,10,5,forb,perennial,"hoary beard tongue"
"Penstemon cobaea",,PENCOB,non-native,0,5,forb,perennial,"showy beard tongue"
"Penstemon digitalis",,PENDIG,native,4,1,forb,perennial,"foxglove beard tongue"
"Penstemon gracilis v. wisconsinenis",,PENGRW,non-native,0,5,forb,perennial,"slender beard tongue"
"Penstemon grandiflorus",,PENGRN,native,8,5,forb,perennial,"large-flowered beard tongue"
"Penstemon hirsutus",,PENHIR,native,8,5,forb,perennial,"hairy beard tongue"
"Penstemon pallidus",,PENPAL,native,6,5,forb,perennial,"pale beard tongue"
"Penstemon tubaeflorus",,PENTUB,native,5,5,forb,perennial,"western beard tongue"
"Penthorum sedoides",,PENSED,native,2,-5,forb,perennial,"ditch stonecrop"
"Perideridia americana",,PERAME,native,6,5,forb,perennial,"thicket parsley"
"Perilla frutescens",,PERFRU,non-native,0,0,forb,annual,"beefsteak plant"
"Petasites hybridus",,PETHYU,non-native,0,5,forb,perennial,butterbur
"Petrorhagia saxifraga",,PETSAX,non-native,0,5,forb,perennial,"saxifrage pink"
"Petunia axillaris",,PETAXI,non-native,0,5,forb,annual,"white petunia"
"Petunia violacea",,PETVIO,non-native,0,5,forb,annual,"violet petunia"
"Petunia x hybrida",,PETHYA,non-native,0,5,forb,annual,"garden petunia"
"Phacelia bipinnatifida",,PHABIP,native,6,5,forb,biennial,"leafy phacelia"
"Phacelia gilioides",,PHAGIL,native,9,5,forb,annual,"gilia phacelia"
"Phacelia purshii",,PHAPUR,native,4,4,forb,annual,"miami mist"
"Phacelia ranunculacea",,PHARAN,native,8,-3,forb,annual,"buttercup phacelia"
"Phalaris arundinacea",,PHAARU,non-native,0,-4,grass,perennial,"reed canary grass"
"Phalaris canariensis",,PHACAN,non-native,0,3,grass,annual,"birdseed grass"
"Phaseolus polystachios",,PHAPOL,native,6,5,forb,perennial,"wild kidney bean"
"Phegopteris connectilis",,PHECON,native,10,5,fern,perennial,"long beech fern"
"Phegopteris hexagonoptera",,PHEHEX,native,7,1,fern,perennial,"broad beech fern"
"Phellodendron amurense",,PHEAMU,non-native,0,5,tree,perennial,"amur cork tree"
"Philadelphus coronarius",,PHICOR,non-native,0,5,shrub,perennial,"sweet mock orange"
"Philadelphus floridus",,PHIFLO,non-native,0,5,shrub,perennial,"few-flowered mock orange"
"Philadelphus inodorus",,PHIINO,non-native,0,5,shrub,perennial,"scentless mock orange"
"Philadelphus pubescens",,PHIPUB,non-native,0,5,shrub,perennial,"downy mock orange"
"Phleum pratense",,PHLPRA,non-native,0,3,grass,perennial,timothy
"Phlox bifida",,PHLBIF,native,7,5,forb,perennial,"cleff phlox"
"Phlox carolina v. angusta",,PHLCAR,native,6,-3,forb,perennial,"carolina phlox"
"Phlox divaricata",,PHLDIV,native,5,3,forb,perennial,"blue phlox"
"Phlox glaberrima sp. interior",,PHLGLA,native,6,-3,forb,perennial,"smooth phlox"
"Phlox maculata",,PHLMAC,native,10,-5,forb,perennial,"wild sweet william"
"Phlox paniculata",,PHLPAN,native,3,3,forb,perennial,"garden phlox"
"Phlox pilosa",,PHLPIP,native,7,1,forb,perennial,"sand prairie phlox"
"Phlox pilosa sp. fulgida",,PHLPIF,native,7,-1,forb,perennial,"prairie phlox"
"Phlox pilosa sp. sangamonensis",,PHLPIS,native,7,1,forb,perennial,"sangamon phlox"
"Phlox subulata",,PHLSUB,non-native,0,5,shrub,perennial,"moss phlox"
"Phoradendron serotinum",,PHOSER,native,7,5,shrub,perennial,mistletoe
"Phragmites australis",,PHRAUS,native,1,-4,grass,perennial,"common reed"
"Phryma leptostachya",,PHRLEP,native,4,5,forb,perennial,lopseed
"Phyla cuneifolia",,PHYCUN,non-native,0,-3,forb,perennial,"hoary fog fruit"
"Phyla lanceolata",,PHYLAC,native,1,-5,forb,perennial,"fog fruit"
"Phyllanthus caroliniensis",,PHYCAR,native,5,0,forb,annual,dainties
"Phyllanthus urinaria",,PHYURI,non-native,0,5,forb,annual,"bitter wrack"
"Physalis alkekengi",,PHYALK,non-native,0,5,forb,perennial,"chinese lantern"
"Physalis angulata",,PHYANL,non-native,0,0,forb,annual,"cut-leaved ground cherry"
"Physalis barbadensis",,PHYBAR,non-native,0,5,forb,annual,"barbados ground cherry"
"Physalis heterophylla",,PHYHET,native,2,5,forb,perennial,"clammy ground cherry"
"Physalis ixocarpa",,PHYIXO,non-native,0,5,forb,annual,tomatillo
"Physalis lanceolata",,PHYLAL,non-native,0,5,forb,perennial,"narrow-leaved ground cherry"
"Physalis longifolia",,PHYLON,non-native,0,5,forb,perennial,"tall ground cherry"
"Physalis macrophysa",,PHYMAC,non-native,0,5,forb,perennial,"large-fruited ground cherry"
"Physalis pendula",,PHYPEN,non-native,0,5,forb,annual,"cut-leaved ground cherry"
"Physalis pruinosa",,PHYPRU,native,4,5,forb,annual,"strawberry tomato"
"Physalis pubescens",,PHYPUB,native,3,5,forb,annual,"hairy ground cherry"
"Physalis pumila",,PHYPUM,native,5,5,forb,perennial,"dwarf ground cherry"
"Physalis subglabrata",,PHYSUB,native,0,5,forb,perennial,"smooth ground cherry"
"Physalis texana",,PHYTEX,native,5,5,forb,perennial,"texas ground cherry"
"Physalis virginiana",,PHYVIG,native,3,5,forb,perennial,"lance-leaved ground cherry"
"Physocarpus opulifolius",,PHYOPU,native,7,-2,shrub,perennial,"common ninebark"
"Physostegia speciosa",,PHYSPE,native,7,-3,forb,perennial,"showy obedient plant"
"Physostegia virginiana",,PHYVIN,native,6,-3,forb,perennial,"obedient plant"
"Physostegia virginiana v. arenaria",,PHYVIA,native,6,-3,forb,perennial,"prairie obedient"
"Phytolacca americana",,PHYAME,native,1,1,forb,perennial,pokeweed
"Picea mariana",,PICMAR,non-native,0,-5,tree,perennial,"black spruce"
"Picris echioides",,PICECH,non-native,0,5,forb,annual,"bristly ox tongue"
"Picris hieracioides",,PICHIE,non-native,0,5,forb,biennial,"hawkweed ox tongue"
"Pilea fontana",,PILFON,native,6,-3,forb,annual,"bog clearweed"
"Pilea pumila",,PILPUM,native,3,-3,forb,annual,"canada clearweed"
"Pinus banksiana",,PINBNA,non-native,0,3,tree,perennial,"jack pine"
"Pinus echinata",,PINECA,non-native,0,5,tree,perennial,"short-leaf pine"
"Pinus nigra",,PINNIG,non-native,0,5,tree,perennial,"austrian pine"
"Pinus pungens",,PINPUN,non-native,0,5,tree,perennial,"prickly pine"
"Pinus resinosa",,PINREA,non-native,0,3,tree,perennial,"red pine"
"Pinus rigida",,PINRIG,non-native,0,5,tree,perennial,"pitch pine"
"Pinus strobus",,PINSTN,non-native,0,3,tree,perennial,"white pine"
"Pinus sylvestris",,PINSYL,non-native,0,5,tree,perennial,"scotch pine"
"Pinus taeda",,PINTAE,non-native,0,5,tree,perennial,"loblolly pine"
"Pinus virginiana",,PINVIR,non-native,0,5,tree,perennial,"scrub pine"
"Pisum sativum",,PISSAT,non-native,0,5,forb,annual,"garden pea"
"Plagiobothrys hirtus v. figuratus",,PLAHIR,non-native,0,-5,forb,annual,"popcorn flower"
"Plagiobothrys scouleri v. penicillatus",,PLASCP,non-native,0,-5,forb,annual,"popcorn flower"
"Planera aquatica",,PLAAQU,native,10,-5,tree,perennial,"planer tree"
"Plantago arenaria",,PLAARE,non-native,0,5,forb,annual,"whorled plantain"
"Plantago aristata",,PLAARI,native,1,5,forb,annual,"poor joe"
"Plantago cordata",,PLACOR,native,10,-5,forb,perennial,"heart-leaved plantain"
"Plantago heterophylla",,PLAHET,non-native,0,-2,forb,annual,"small plantain"
"Plantago lanceolata",,PLALAN,non-native,0,0,forb,perennial,"english plantain"
"Plantago major",,PLAMAJ,non-native,0,-1,forb,perennial,"common plantain"
"Plantago media",,PLAMED,non-native,0,5,forb,perennial,"hoary plantain"
"Plantago patagonica v. brevicarpa",,PLAPAT,non-native,0,5,forb,annual,"woolly plantain"
"Plantago pusilla",,PLAPUS,native,3,3,forb,annual,"small plantain"
"Plantago rhodosperma",,PLARHO,non-native,0,3,forb,annual,"red-seeded plantain"
"Plantago rugelii",,PLARUG,native,0,0,forb,annual,"red-stalked plantain"
"Plantago virginica",,PLAVIR,native,3,4,forb,annual,"dwarf plantain"
"Platanthera blephariglottis",,PLABLE,native,10,-5,forb,perennial,"white fringed orchid"
"Platanthera ciliaris",,PLACIL,native,10,-3,forb,perennial,"orange fringed orchid"
"Platanthera clavellata",,PLACLA,native,10,-5,forb,perennial,"green orchid"
"Platanthera dilatata",,PLADIL,native,10,-4,forb,perennial,"tall white orchid"
"Platanthera flava",,PLAFLF,native,10,-3,forb,perennial,"tubercled orchid"
"Platanthera flava herbiola",,PLAFLH,native,10,-3,forb,perennial,"tubercled orchid"
"Platanthera hookeri",,PLAHOO,native,10,-1,forb,perennial,"hookers orchid"
"Platanthera hyperborea v. huronensis",,PLAHYP,native,9,-4,forb,perennial,"green orchid"
"Platanthera lacera",,PLALAC,native,9,-3,forb,perennial,"green fringed orchid"
"Platanthera leucophaea",,PLALEU,native,10,-4,forb,perennial,"prairie white fringed orchid"
"Platanthera orbiculata",,PLAORB,native,10,0,forb,perennial,"round-leaved orchid"
"Platanthera peramoena",,PLAPER,native,7,-3,forb,perennial,"purple fringeless orchid"
"Platanthera psycodes",,PLAPSY,native,10,-3,forb,perennial,"purple fringed orchid"
"Platanus occidentalis",,PLAOCC,native,3,-3,tree,perennial,buttonwood
"Pluchea camphorata",,PLUCAM,native,7,-3,forb,annual,"camphor weed"
"Pluchea odorata v. succulenta",,PLUODO,non-native,0,5,forb,annual,"camphor weed"
"Poa alsodes",,POAALS,native,10,-3,grass,perennial,"grove blue grass"
"Poa annua",,POAANN,non-native,0,1,grass,annual,"annual blue grass"
"Poa arachnifera",,POAARA,non-native,0,5,grass,perennial,"texas blue grass"
"Poa arida",,POAARI,non-native,0,0,grass,perennial,"plains blue grass"
"Poa autumnalis",,POAAUT,native,10,0,grass,perennial,"autumn blue grass"
"Poa bulbosa",,POABUL,non-native,0,5,grass,perennial,"bulbous blue grass"
"Poa chapmaniana",,POACHA,native,1,3,grass,annual,"spear grass"
"Poa compressa",,POACOM,non-native,0,2,grass,perennial,"canadian blue grass"
"Poa languida",,POALAN,native,10,5,grass,perennial,"weak blue grass"
"Poa nemoralis",,POANEM,non-native,0,0,grass,perennial,"woodland blue grass"
"Poa paludigena",,POAPAD,native,10,-5,grass,perennial,"marsh blue grass"
"Poa palustris",,POAPAS,native,7,-4,grass,perennial,"fowl blue grass"
"Poa pratensis",,POAPRA,non-native,0,1,grass,perennial,"kentucky blue grass"
"Poa sylvestris",,POASYL,native,5,0,grass,perennial,"woodland blue grass"
"Poa trivialis",,POATRI,non-native,0,-3,grass,perennial,"meadow grass"
"Poa wolfii",,POAWOL,native,10,5,grass,perennial,"meadow blue grass"
"Podophyllum peltatum",,PODPEL,native,4,3,forb,perennial,"may apple"
"Pogonia ophioglossoides",,POGOPH,native,10,-5,forb,perennial,"rose pogonia"
"Poinsettia cyathophora",,POICYA,native,0,5,forb,annual,"painted leaf"
"Poinsettia dentata",,POIDEN,native,0,5,forb,annual,"toothed spurge"
"Polanisia dodecandra",,POLDDO,native,0,5,forb,annual,"clammy weed"
"Polanisia dodecandra v. trachysperma",,POLDTR,native,0,5,forb,annual,"clammy weed"
"Polanisia jamesii",,POLJAM,native,5,5,forb,annual,"james clammy weed"
"Polemonium reptans",,POLREP,native,5,0,forb,perennial,"jacobs ladder"
"Polycnemum majus",,POLMAJ,non-native,0,5,forb,annual,"wiry goosefoot"
"Polygala cruciata v. aquilonia",,POLCRU,native,9,-4,forb,annual,"cross milkwort"
"Polygala incarnata",,POLINC,native,10,4,forb,annual,"pink milkwort"
"Polygala paucifolia",,POLPAU,native,10,3,forb,perennial,"flowering wintergreen"
"Polygala polygama v. obtusata",,POLPOO,native,7,4,forb,biennial,"purple milkwort"
"Polygala sanguinea",,POLSAN,native,5,3,forb,annual,"field milkwort"
"Polygala senega",,POLSEN,native,7,3,forb,perennial,"seneca snakeroot"
"Polygala verticillata",,POLVER,native,9,5,forb,annual,"whorled milkwort"
"Polygala verticillata v. ambigua",,POLVER,native,5,5,forb,annual,"whorled milkwort"
"Polygala verticillata v. isocycla",,POLVER,native,5,5,forb,annual,"whorled milkwort"
"Polygonatum biflorum",,POLBIF,native,7,3,forb,perennial,"small solomon seal"
"Polygonatum commutatum",,POLCOM,native,4,3,forb,perennial,"great solomon seal"
"Polygonatum pubescens",,POLPUB,native,10,5,forb,perennial,"downy solomans seal"
"Polygonella articulata",,POLART,native,9,5,forb,annual,jointweed
"Polygonum achoreum",,POLACH,native,0,0,forb,annual,"beak-seeded knotweed"
"Polygonum amphibium",,POLAMP,native,3,-5,forb,perennial,"water knotweed"
"Polygonum arenastrum",,POLARE,non-native,0,5,forb,annual,"sidewalk knotweed"
"Polygonum arifolium v. pubescens",,POLARI,native,10,-5,forb,annual,"halbred-leaved tear-thumb"
"Polygonum aviculare",,POLAVI,non-native,0,1,forb,annual,"common knotweed"
"Polygonum bicorne",,POLBIC,native,2,0,forb,annual,"long-styled knotweed"
"Polygonum bungeanum",,POLBUN,non-native,0,-3,forb,annual,"rickly smartweed"
"Polygonum buxiforme",,POLBUX,native,0,5,forb,annual,"boxwood knotweed"
"Polygonum careyi",,POLCAR,native,10,-4,forb,annual,"careys heartsease"
"Polygonum cespitosum v. longisetum",,POLCES,non-native,0,5,forb,annual,"creeping smartweed"
"Polygonum convolvulus",,POLCON,non-native,0,1,forb,annual,"black birdweed"
"Polygonum cristatum",,POLCRI,native,4,0,vine,perennial,"copse bindweed"
"Polygonum cuspidatum",,POLCUS,non-native,0,3,shrub,perennial,"japanese knotweed"
"Polygonum erectum",,POLERE,native,0,3,forb,annual,"erect knotweed"
"Polygonum exsertum",,POLEXS,native,0,0,forb,annual,"long-fruited knotweed"
"Polygonum hydropiper",,POLHYR,non-native,0,-5,forb,annual,"water pepper"
"Polygonum hydropiperoides",,POLHYO,native,4,-5,forb,perennial,"mild water pepper"
"Polygonum lapathifolium",,POLLAP,native,0,-4,forb,annual,"curttop ladys thumb"
"Polygonum neglectum",,POLNEG,non-native,0,5,forb,annual,"leafy knotweed"
"Polygonum opelousanum",,POLOPE,native,8,-5,forb,perennial,"scaly mild water pepper"
"Polygonum orientale",,POLORI,non-native,0,5,forb,annual,kiss-me-over-the-garden-gate
"Polygonum pensylvanicum",,POLPEN,native,1,-4,forb,annual,pinkweed
"Polygonum persicaria",,POLPER,non-native,0,-3,forb,annual,"ladys thumb"
"Polygonum prolificum",,POLPRL,native,0,1,forb,annual,"leafy knotweed"
"Polygonum punctatum",,POLPUN,native,3,-5,forb,annual,smartweed
"Polygonum ramosissimum",,POLRAM,native,3,1,forb,annual,"bushy knotweed"
"Polygonum sachalinense",,POLSAC,non-native,0,5,shrub,perennial,"giant knotweed"
"Polygonum sagittatum",,POLSAG,native,5,-5,forb,annual,"arrow-leaved tearthumb"
"Polygonum scabrum",,POLSCB,non-native,0,5,forb,annual,"hedge cornbind"
"Polygonum scandens",,POLSCN,native,2,0,vine,perennial,"climbing false buckwheat"
"Polygonum setaceum v. interjectum",,POLSET,native,7,-5,forb,perennial,"bristly smartweed"
"Polygonum tenue",,POLTEN,native,5,5,forb,annual,"slender knotweed"
"Polygonum virginianum",,POLVIG,native,3,0,forb,perennial,"virginia knotweed"
"Polymnia canadensis",,POLCAN,native,4,5,forb,perennial,"pale leafcup"
"Polymnia uvedalia",,POLUVE,native,6,4,forb,perennial,"bears foot"
"Polypodium polypodioides v. michauxianum",,POLPOM,native,10,5,fern,perennial,"gray polypody"
"Polypodium virginianum",,POLVIN,native,8,5,fern,perennial,"common polypody"
"Polypremum procumbens",,POLPRC,native,5,5,forb,perennial,"rust weed"
"Polystichum acrostichoides",,POLACR,native,5,5,fern,perennial,"christmas fern"
"Polytaenia nuttallii",,POLNUT,native,8,5,forb,perennial,"prairie parsley"
"Pontederia cordata",,PONCOR,native,8,-5,forb,perennial,"pickerel weed"
"Populus alba",,POPALB,non-native,0,5,tree,perennial,"white poplar"
"Populus balsamifera",,POPBAL,native,7,-3,tree,perennial,"balsam poplar"
"Populus canescens",,POPCAN,non-native,0,5,tree,perennial,"gray poplar"
"Populus deltoides",,POPDEL,native,2,-1,tree,perennial,"eastern cottonwood"
"Populus grandidentata",,POPGRA,native,4,3,tree,perennial,"big-tooth aspen"
"Populus heterophylla",,POPHET,native,8,-5,tree,perennial,"swamp cottonwood"
"Populus nigra italica",,POPNIG,non-native,0,5,tree,perennial,"lombardy poplar"
"Populus tremuloides",,POPTRE,native,3,0,tree,perennial,"quaking aspen"
"Populus x gileadensis",,POPGIL,non-native,0,5,tree,perennial,balm-of-gilead
"Porteranthus stipulatus",,PORSTI,native,6,5,forb,perennial,"indian physic"
"Porteranthus trifoliatus",,PORTRI,native,10,5,forb,perennial,"indian physic"
"Portulaca grandiflora",,PORGRA,non-native,0,5,forb,annual,"moss rose"
"Portulaca oleracea",,POROLE,non-native,0,1,forb,annual,purslane
"Potamogeton amplifolius",,POTAMP,native,10,-5,forb,perennial,"large-leaved pondweed"
